Country,Resource,Quantity,Unit,Sector,Urgency,Time to ship from Canada to Country (days),Date Resource is Required by (yyyy-mm-dd)
Ecuador,Services,2838.0,month,Energy,0.07,8,2023-05-17
Fiji,Services,2728.86,month,Energy,0.1,4,2023-05-26
Fiji,Services,2508.19,week,Minerals and mining,0.01,6,2023-05-29
Bhutan,Services,2451.59,month,Energy,0.11,5,2023-05-25
Isle of Man,Services,2385.86,month,Energy,0.1,10,2023-05-28
Netherlands (the),Services,2375.7,week,Minerals and mining,0.04,5,2023-05-17
Oman,Services,2337.17,day,Energy,0.06,9,2023-05-27
Suriname,Services,2146.28,week,Minerals and mining,0.01,0,2023-05-06
Hungary,Services,2120.84,week,Energy,0.09,0,2023-05-22
Serbia,Services,2109.28,week,Forestry,0.04,1,2023-05-21
Lithuania,Services,2091.65,week,Forestry,0.09,13,2023-05-29
Saint Martin (French part),Services,2078.4,week,Forestry,0.28,2,2023-05-15
Burundi,Services,1979.23,week,Minerals and mining,0.28,0,2023-05-12
New Caledonia,Services,1968.78,week,Minerals and mining,0.03,7,2023-05-28
Botswana,Services,1943.92,week,Forestry,0.48,11,2023-05-24
Micronesia (Federated States of),Services,1868.04,week,Energy,0.01,2,2023-05-13
Romania,Services,1822.76,week,Forestry,0.08,6,2023-05-26
Mongolia,Services,1797.94,week,Minerals and mining,0.05,10,2023-05-26
French Guiana,Services,1697.58,month,Energy,0.04,1,2023-05-26
Luxembourg,Services,1626.13,week,Energy,0.01,8,2023-05-26
Guyana,Services,1504.27,week,Forestry,0.18,3,2023-05-15
Mexico,Services,1345.82,week,Forestry,0.05,3,2023-05-03
Falkland Islands (the) [Malvinas],Services,1119.4,week,Forestry,0.03,2,2023-05-09
Saint Pierre and Miquelon,Services,1117.8,week,Minerals and mining,0.11,1,2023-05-23
Micronesia (Federated States of),Services,1011.04,day,Minerals and mining,0.08,12,2023-05-27
Mayotte,Services,958.68,week,Minerals and mining,0.13,5,2023-05-17
Azerbaijan,Services,935.74,month,Energy,0.03,3,2023-05-22
Palestine State of,Services,924.14,week,Forestry,0.02,8,2023-05-19
Egypt,Services,867.45,week,Forestry,0.0400000000000001,6,2023-05-25
Holy See (the),Services,808.76,week,Minerals and mining,0.06,0,2023-05-15
Oman,Services,709.5,month,Minerals and mining,0.09,4,2023-05-20
Bonaire Sint Eustatius and Saba,Services,654.07,week,Minerals and mining,0.12,13,2023-05-25
Suriname,Services,599.86,month,Energy,0.08,3,2023-05-13
Guatemala,Services,594.53,month,Minerals and mining,0.08,1,2023-05-11
Lao People's Democratic Republic (the),Services,510.22,month,Forestry,0.07,0,2023-05-02
Gambia (the),Services,479.66,month,Forestry,0.11,1,2023-05-15
Sao Tome and Principe,Services,445.51,week,Minerals and mining,0.08,3,2023-05-05
Benin,Services,434.85,month,Forestry,0.05,2,2023-05-06
Iran (Islamic Republic of),Services,409.9,week,Minerals and mining,0.01,0,2023-05-08
Tajikistan,Services,399.91,month,Minerals and mining,0.04,0,2023-05-29
Eswatini,Services,367.74,month,Forestry,0.02,1,2023-05-22
Iraq,Services,359.97,month,Forestry,0.03,13,2023-05-22
Sint Maarten (Dutch part),Services,287.14,month,Forestry,0.09,4,2023-05-12
Cambodia,Services,258.64,month,Minerals and mining,0.11,11,2023-05-17
Mayotte,Services,255.74,month,Forestry,0.11,10,2023-05-24
Christmas Island,Services,255.72,month,Forestry,0.05,3,2023-05-17
Burkina Faso,Services,247.91,month,Forestry,0.24,7,2023-05-20
Saudi Arabia,Services,233.54,month,Forestry,0.0399999999999999,1,2023-05-14
Norway,Services,232.57,year,Energy,0.02,0,2023-05-05
Guam,Services,225.89,month,Forestry,0.06,0,2023-05-27
Pitcairn,Services,219.7,year,Energy,0.12,4,2023-05-14
New Zealand,Services,205.08,week,Forestry,0.07,7,2023-05-26
Panama,Services,203.46,month,Forestry,0.15,1,2023-05-02
Congo (the Democratic Republic of the),Services,195.67,month,Minerals and mining,0.01,3,2023-05-25
Holy See (the),Services,192.33,week,Forestry,0.08,1,2023-05-07
Moldova (the Republic of),Services,181.6,week,Minerals and mining,0.02,1,2023-05-02
Holy See (the),Services,173.1,year,Energy,0.03,4,2023-05-05
Comoros (the),Services,170.03,month,Energy,0.13,2,2023-05-28
Pakistan,Services,155.12,month,Minerals and mining,0.18,0,2023-05-19
Poland,Services,137.95,month,Minerals and mining,0.02,3,2023-05-15
El Salvador,Services,134.86,month,Forestry,0.13,3,2023-05-03
Monaco,Services,128.34,month,Forestry,0.22,2,2023-05-15
Dominica,Services,119.07,month,Energy,0.12,6,2023-05-22
Iraq,Services,118.78,month,Energy,0.01,0,2023-05-21
Malta,Services,116.1,month,Forestry,0.3,3,2023-05-05
Barbados,Services,103.52,year,Energy,0.19,12,2023-05-28
Ghana,Services,101.65,week,Forestry,0.19,1,2023-05-09
Papua New Guinea,Services,78.06,month,Forestry,0.12,2,2023-05-05
Ukraine,Services,77.39,month,Forestry,0.08,2,2023-05-07
Montenegro,Services,75.85,week,Forestry,0.19,4,2023-05-04
Turks and Caicos Islands (the),Services,72.27,month,Energy,0.08,3,2023-05-25
Pakistan,Services,71.5,month,Forestry,0.11,10,2023-05-25
Nepal,Services,70.24,month,Minerals and mining,0.06,3,2023-05-21
Egypt,Services,58.69,year,Minerals and mining,0.03,3,2023-05-29
Saudi Arabia,Services,56.48,year,Minerals and mining,0.1,2,2023-05-15
Réunion,Services,56.12,year,Minerals and mining,0.08,13,2023-05-18
Sri Lanka,Services,49.36,year,Minerals and mining,0.07,8,2023-05-23
Solomon Islands,Services,46.94,year,Minerals and mining,0.01,0,2023-05-08
Samoa,Services,41.58,year,Forestry,0.07,4,2023-05-02
Northern Mariana Islands (the),Services,39.96,year,Forestry,0.08,3,2023-05-02
Argentina,Services,35.9,year,Forestry,0.16,3,2023-05-12
Rwanda,Services,35.13,year,Minerals and mining,0.08,6,2023-05-20
Christmas Island,Services,34.01,week,Minerals and mining,0.06,10,2023-05-29
Syrian Arab Republic,Services,33.64,year,Forestry,0.22,0,2023-05-04
Kenya,Services,32.97,month,Minerals and mining,0.08,2,2023-05-04
Aruba,Services,31.29,year,Minerals and mining,0.09,9,2023-05-21
Pitcairn,Services,30.27,year,Minerals and mining,0.09,2,2023-05-14
Belarus,Services,26.75,year,Forestry,0.1,4,2023-05-09
Cayman Islands (the),Services,25.5,year,Forestry,0.19,9,2023-05-22
Andorra,Services,23.44,year,Minerals and mining,0.16,3,2023-05-07
Qatar,Services,21.69,year,Forestry,0.1100000000000001,4,2023-05-06
Moldova (the Republic of),Services,21.09,year,Forestry,0.01,3,2023-05-08
Slovenia,Services,18.9,year,Minerals and mining,0.05,0,2023-05-09
Gabon,Services,18.05,year,Minerals and mining,0.08,1,2023-05-06
United Kingdom of Great Britain and Northern Ireland (the),Services,17.98,year,Forestry,0.01,9,2023-05-16
Korea (the Republic of),Services,17.4,year,Minerals and mining,0.17,4,2023-05-25
Moldova (the Republic of),Services,15.98,year,Energy,0.09,2,2023-05-15
Burkina Faso,Services,10.97,year,Energy,0.09,3,2023-05-05
Angola,Services,8.87,month,Forestry,0.08,1,2023-05-17
Kyrgyzstan,Services,7.88,year,Forestry,0.01,8,2023-05-24
Congo (the Democratic Republic of the),Services,5.97,year,Forestry,0.05,5,2023-05-17
Brazil,Services,2.97,year,Forestry,0.09,3,2023-05-04
Netherlands (the),Services,0.02,year,Forestry,0.11,0,2023-05-11
Paraguay,Secondary wood products,100358672.64,gram,Forestry,0.09,0,2023-05-16
Cabo Verde,Secondary wood products,84744208.89,gram,Forestry,0.13,0,2023-05-20
Bulgaria,Secondary wood products,58072977.54,gram,Forestry,0.05,6,2023-05-17
Liberia,Secondary wood products,40503077.09,gram,Forestry,0.09,7,2023-05-28
Palau,Secondary wood products,30250075.16,gram,Forestry,0.11,0,2023-05-12
Holy See (the),Secondary wood products,23064264.83,gram,Forestry,0.01,4,2023-05-16
Antarctica,Secondary wood products,3851680.0,ounce,Forestry,0.03,1,2023-05-02
Hungary,Secondary wood products,3848896.0,ounce,Forestry,0.09,7,2023-05-24
Kyrgyzstan,Secondary wood products,3712192.0,ounce,Forestry,0.14,4,2023-05-24
Taiwan (Province of China),Secondary wood products,2908384.0,ounce,Forestry,0.09,13,2023-05-20
Russian Federation (the),Secondary wood products,2880384.0,ounce,Forestry,0.16,10,2023-05-26
Nepal,Secondary wood products,1605952.0,ounce,Forestry,0.12,3,2023-05-13
Kazakhstan,Secondary wood products,1594704.0,ounce,Forestry,0.13,9,2023-05-22
Suriname,Secondary wood products,1536096.0,ounce,Forestry,0.14,4,2023-05-13
Congo (the),Secondary wood products,913312.0,ounce,Forestry,0.19,2,2023-05-09
Belize,Secondary wood products,859008.0,ounce,Forestry,0.14,2,2023-05-11
Sao Tome and Principe,Secondary wood products,263344.0,pound,Forestry,0.05,0,2023-05-20
Iran (Islamic Republic of),Secondary wood products,227599.0,pound,Forestry,0.08,5,2023-05-18
Turks and Caicos Islands (the),Secondary wood products,218920.0,pound,Forestry,0.0499999999999999,5,2023-05-23
Comoros (the),Secondary wood products,196803.0,pound,Forestry,0.14,2,2023-05-15
Montenegro,Secondary wood products,195418.0,pound,Forestry,0.16,13,2023-05-17
Saint Vincent and the Grenadines,Secondary wood products,150483.0,pound,Forestry,0.11,4,2023-05-12
Jersey,Secondary wood products,115671.04,kilogram,Forestry,0.08,1,2023-05-08
Timor-Leste,Secondary wood products,98132.44,kilogram,Forestry,0.18,2,2023-05-05
Lesotho,Secondary wood products,95760.61,kilogram,Forestry,0.23,1,2023-05-04
Lithuania,Secondary wood products,85728.0,ounce,Forestry,0.04,13,2023-05-24
Azerbaijan,Secondary wood products,83108.0,pound,Forestry,0.03,5,2023-05-18
Korea (the Republic of),Secondary wood products,82239.0,pound,Forestry,0.04,2,2023-05-02
French Southern Territories (the),Secondary wood products,66621.0,pound,Forestry,0.1200000000000001,3,2023-05-08
Luxembourg,Secondary wood products,43413.78,kilogram,Forestry,0.09,2,2023-05-06
Gabon,Secondary wood products,25145.35,kilogram,Forestry,0.11,0,2023-05-09
Vanuatu,Secondary wood products,18044.36,kilogram,Forestry,0.04,6,2023-05-19
Falkland Islands (the) [Malvinas],Secondary wood products,17589.4,kilogram,Forestry,0.12,4,2023-05-09
Iraq,Secondary wood products,11430.07,kilogram,Forestry,0.05,10,2023-05-21
Samoa,Secondary wood products,11392.43,kilogram,Forestry,0.03,1,2023-05-08
Portugal,Secondary wood products,6376.0,pound,Forestry,0.07,3,2023-05-14
Mongolia,Secondary wood products,3035.89,kilogram,Forestry,0.09,10,2023-05-29
Bermuda,Secondary wood products,127.04,ton,Forestry,0.12,2,2023-05-14
Bangladesh,Secondary wood products,122.32,ton,Forestry,0.12,4,2023-05-22
Gibraltar,Secondary wood products,119.45,ton,Forestry,0.09,8,2023-05-17
Montserrat,Secondary wood products,117.53,metric_ton,Forestry,0.0799999999999999,3,2023-05-23
Italy,Secondary wood products,115.31,ton,Forestry,0.08,11,2023-05-28
Namibia,Secondary wood products,100.34,ton,Forestry,0.12,4,2023-05-07
Niue,Secondary wood products,94.26,ton,Forestry,0.03,2,2023-05-14
Belgium,Secondary wood products,92.81,ton,Forestry,0.05,13,2023-05-26
Moldova (the Republic of),Secondary wood products,91.15,ton,Forestry,0.04,3,2023-05-13
Brazil,Secondary wood products,82.36,metric_ton,Forestry,0.06,9,2023-05-25
Bolivia (Plurinational State of),Secondary wood products,81.5,ton,Forestry,0.09,1,2023-05-12
Saudi Arabia,Secondary wood products,76.67,ton,Forestry,0.09,7,2023-05-21
Congo (the Democratic Republic of the),Secondary wood products,63.95,ton,Forestry,0.0199999999999996,7,2023-05-25
Martinique,Secondary wood products,54.79,ton,Forestry,0.03,11,2023-05-23
Mexico,Secondary wood products,52.97,metric_ton,Forestry,0.04,2,2023-05-12
Bouvet Island,Secondary wood products,47.14,ton,Forestry,0.03,4,2023-05-14
British Indian Ocean Territory (the),Secondary wood products,45.76,metric_ton,Forestry,0.1,0,2023-05-05
Faroe Islands (the),Secondary wood products,45.76,metric_ton,Forestry,0.17,3,2023-05-10
Kiribati,Secondary wood products,25.85,ton,Forestry,0.11,2,2023-05-19
Saint Pierre and Miquelon,Secondary wood products,24.55,ton,Forestry,0.01,3,2023-05-16
Benin,Secondary wood products,21.46,ton,Forestry,0.06,0,2023-05-15
Sint Maarten (Dutch part),Secondary wood products,20.23,ton,Forestry,0.08,5,2023-05-28
Antigua and Barbuda,Secondary wood products,12.84,ton,Forestry,0.13,2,2023-05-29
Mozambique,Secondary wood products,8.05,metric_ton,Forestry,0.02,5,2023-05-20
Guam,Secondary paper products,380821000000.0,gram,Forestry,0.08,1,2023-05-04
Puerto Rico,Secondary paper products,376543000000.0,gram,Forestry,0.05,1,2023-05-13
Somalia,Secondary paper products,343145000000.0,gram,Forestry,0.06,12,2023-05-28
Poland,Secondary paper products,335869000000.0,gram,Forestry,0.1,3,2023-05-11
Norway,Secondary paper products,314276000000.0,gram,Forestry,0.11,3,2023-05-15
Kuwait,Secondary paper products,308041000000.0,gram,Forestry,0.26,0,2023-05-17
Uruguay,Secondary paper products,290314000000.0,gram,Forestry,0.01,2,2023-05-14
Bulgaria,Secondary paper products,276411000000.0,gram,Forestry,0.07,6,2023-05-29
Yemen,Secondary paper products,258138000000.0,gram,Forestry,0.16,1,2023-05-19
Cocos (Keeling) Islands (the),Secondary paper products,252883000000.0,gram,Forestry,0.22,2,2023-05-14
Åland Islands,Secondary paper products,239544000000.0,gram,Forestry,0.12,4,2023-05-19
Réunion,Secondary paper products,216739000000.0,gram,Forestry,0.06,3,2023-05-21
Sint Maarten (Dutch part),Secondary paper products,174935000000.0,gram,Forestry,0.1,12,2023-05-25
Lebanon,Secondary paper products,153685000000.0,gram,Forestry,0.01,3,2023-05-15
Lithuania,Secondary paper products,145162000000.0,gram,Forestry,0.02,0,2023-05-12
Comoros (the),Secondary paper products,143404000000.0,gram,Forestry,0.02,4,2023-05-08
Micronesia (Federated States of),Secondary paper products,81421000000.0,gram,Forestry,0.01,4,2023-05-12
Solomon Islands,Secondary paper products,74922000000.0,gram,Forestry,0.06,8,2023-05-23
Seychelles,Secondary paper products,22762000000.0,gram,Forestry,0.05,2,2023-05-03
Senegal,Secondary paper products,20418000000.0,gram,Forestry,0.04,1,2023-05-02
Pitcairn,Secondary paper products,13214507995.36,ounce,Forestry,0.01,0,2023-05-13
Czechia,Secondary paper products,13208652517.68,ounce,Forestry,0.1,8,2023-05-18
Rwanda,Secondary paper products,4323353146.35,ounce,Forestry,0.05,7,2023-05-21
Republic of North Macedonia,Secondary paper products,4300883632.59,ounce,Forestry,0.2,8,2023-05-24
French Guiana,Secondary paper products,4020314539.24,ounce,Forestry,0.09,13,2023-05-29
Madagascar,Secondary paper products,3596497886.42,ounce,Forestry,0.12,4,2023-05-16
Malawi,Secondary paper products,1546163574.14,ounce,Forestry,0.39,12,2023-05-20
Djibouti,Secondary paper products,742514694.42,pound,Forestry,0.34,1,2023-05-20
Eswatini,Secondary paper products,735962555.98,pound,Forestry,0.1,12,2023-05-20
Ecuador,Secondary paper products,619869333.34,pound,Forestry,0.0799999999999998,7,2023-05-23
Montserrat,Secondary paper products,613012956.99,pound,Forestry,0.01,2,2023-05-04
Qatar,Secondary paper products,593175762.63,pound,Forestry,0.06,0,2023-05-14
Iran (Islamic Republic of),Secondary paper products,414605739.51,pound,Forestry,0.04,2,2023-05-27
Mayotte,Secondary paper products,360614531.5,pound,Forestry,0.15,3,2023-05-10
Isle of Man,Secondary paper products,327443000.0,kilogram,Forestry,0.24,3,2023-05-13
Mali,Secondary paper products,308208447.16,pound,Forestry,0.01,10,2023-05-26
Tunisia,Secondary paper products,297500000.0,kilogram,Forestry,0.2399999999999998,11,2023-05-18
Cabo Verde,Secondary paper products,292459000.0,kilogram,Forestry,0.08,2,2023-05-02
Moldova (the Republic of),Secondary paper products,288038354.79,pound,Forestry,0.15,3,2023-05-10
United Kingdom of Great Britain and Northern Ireland (the),Secondary paper products,270008950.99,pound,Forestry,0.07,3,2023-05-14
Guinea-Bissau,Secondary paper products,256260000.0,kilogram,Forestry,0.07,4,2023-05-12
Serbia,Secondary paper products,233044043.49,pound,Forestry,0.03,1,2023-05-07
Albania,Secondary paper products,227151087.22,pound,Forestry,0.09,3,2023-05-15
Sweden,Secondary paper products,64865000.0,kilogram,Forestry,0.07,1,2023-05-21
Saint Vincent and the Grenadines,Secondary paper products,52086414.06,pound,Forestry,0.16,0,2023-05-15
Lesotho,Secondary paper products,24386000.0,kilogram,Forestry,0.18,13,2023-05-16
Vanuatu,Secondary paper products,19290447.94,pound,Forestry,0.1,3,2023-05-08
Cuba,Secondary paper products,14676172.79,pound,Forestry,0.03,3,2023-05-09
Bhutan,Secondary paper products,10950000.0,kilogram,Forestry,0.24,2,2023-05-02
Gambia (the),Secondary paper products,3652000.0,kilogram,Forestry,0.09,2,2023-05-19
Zimbabwe,Secondary paper products,406272.27,ton,Forestry,0.19,0,2023-05-08
Saint Martin (French part),Secondary paper products,347859.69,ton,Forestry,0.09,11,2023-05-21
Japan,Secondary paper products,341575.41,ton,Forestry,0.06,0,2023-05-03
Northern Mariana Islands (the),Secondary paper products,336573.0,metric_ton,Forestry,0.04,6,2023-05-24
Saint Helena Ascension and Tristan da Cunha,Secondary paper products,325813.0,metric_ton,Forestry,0.09,3,2023-05-11
Thailand,Secondary paper products,321329.26,ton,Forestry,0.09,10,2023-05-18
Romania,Secondary paper products,317619.0,metric_ton,Forestry,0.1,1,2023-05-15
Sierra Leone,Secondary paper products,312446.0,metric_ton,Forestry,0.14,9,2023-05-16
British Indian Ocean Territory (the),Secondary paper products,301129.4,ton,Forestry,0.1,1,2023-05-03
Sao Tome and Principe,Secondary paper products,253222.95,ton,Forestry,0.12,9,2023-05-23
Cambodia,Secondary paper products,245205.84,ton,Forestry,0.06,2,2023-05-03
Fiji,Secondary paper products,240947.62,ton,Forestry,0.1,9,2023-05-16
Bermuda,Secondary paper products,211949.11,ton,Forestry,0.02,2,2023-05-09
Tanzania United Republic of,Secondary paper products,211587.55,ton,Forestry,0.01,6,2023-05-25
American Samoa,Secondary paper products,211362.68,ton,Forestry,0.03,3,2023-05-20
Mauritania,Secondary paper products,207494.67,ton,Forestry,0.04,0,2023-05-10
Virgin Islands (U.S.),Secondary paper products,158429.69,ton,Forestry,0.01,3,2023-05-02
Gibraltar,Secondary paper products,156308.0,metric_ton,Forestry,0.06,6,2023-05-16
Paraguay,Secondary paper products,148737.07,ton,Forestry,0.04,0,2023-05-06
Norfolk Island,Secondary paper products,98877.0,metric_ton,Forestry,0.23,4,2023-05-08
